Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,ADP,teamid,League,Player,xMLBAMID,playerids,playerid
CLE,Guardians,3,4,1,43,,,,48.0,210,47,26,24,8,52,19,,2,4.44526,1.3652,9.58089,3.56983,2.68385,1.5089,0.245238,0.0913756,0.15386266261339188,,0.248395,0.300295,0.732724,4.51046,175.60000000000008,3.658333333333335,177.0,3.6875,0.0480256,-0.110663,999.0,5,AL,Connor Brogdon,641401,21205,21205
PIT,Pirates,2,3,0,41,,,,43.0,188,39,22,21,5,46,21,,5,4.30266,1.3848,9.63559,4.38614,2.19683,0.94685,0.245508,0.111756,0.1337519809603691,,0.239536,0.30817,0.699108,4.20421,169.29999999999998,3.937209302325581,164.0,3.813953488372093,0.0464668,0.114055,999.0,27,NL,Justin Lawrence,664875,17639,17639
ARI,Diamondbacks,2,2,2,40,,,,47.0,202,49,24,22,6,34,12,,3,4.22364,1.30982,6.57174,2.37098,2.77174,1.23703,0.170865,0.0616456,0.10921984910964966,,0.264528,0.294342,0.715701,4.41512,169.6,3.608510638297872,180.0,3.8297872340425534,0.0438815,0.205755,999.0,15,NL,Taylor Clarke,664199,17611,17611
COL,Rockies,2,4,10,23,,,,74.0,333,86,51,47,15,51,26,,3,5.63134,1.51401,6.22396,3.1719,1.96222,1.81366,0.154425,0.0786993,0.07572577148675919,,0.284045,0.300362,0.676926,5.53825,154.50000000000003,2.087837837837838,190.0,2.5675675675675675,0.0430173,0.0202609,999.0,19,NL,Valente Bellozo,678368,23899,23899
STL,Cardinals,2,3,1,43,,,,62.0,265,58,31,29,8,56,24,,5,4.19658,1.33277,8.19063,3.55256,2.30556,1.10524,0.211505,0.0917371,0.11976782977581024,,0.245114,0.291773,0.711498,4.33906,234.59999999999997,3.783870967741935,231.0,3.725806451612903,0.0404687,0.174065,528.7999877929688,28,NL,Matt Svanson,694335,29629,29629
CHC,Cubs,2,2,0,50,,,,47.0,202,48,25,23,5,36,14,,3,4.38974,1.31362,6.89376,2.65046,2.60096,1.04489,0.179026,0.0688307,0.11019537597894669,,0.260333,0.29777,0.680627,4.2041,182.5,3.882978723404255,191.0,4.0638297872340425,0.0388053,-0.0640102,999.0,17,NL,Hoby Milner,571948,13346,13346
PHI,Phillies,3,5,7,30,,,,54.0,241,55,33,30,8,48,27,,1,5.02231,1.52886,8.12725,4.58489,1.77262,1.35641,0.200651,0.113195,0.08745630085468292,,0.256953,0.298156,0.699847,4.88763,170.20000000000005,3.151851851851853,178.0,3.2962962962962963,0.0376321,-0.0691039,999.0,26,NL,Seth Johnson,686751,26020,26020
TOR,Blue Jays,3,3,0,52,,,,49.0,215,43,25,23,6,55,28,,2,4.21672,1.44333,10.2101,5.10507,2.0,1.12337,0.256543,0.128272,0.1282716691493988,,0.230001,0.294639,0.736303,4.32784,197.0,4.020408163265306,187.0,3.816326530612245,0.0369558,0.0101677,748.52001953125,14,AL,Brendon Little,663893,21574,21574
PHI,Phillies,3,3,2,35,,,,48.0,211,49,28,26,7,39,19,,3,4.78919,1.41066,7.29283,3.49656,2.08571,1.33619,0.185087,0.0887404,0.09634677320718765,,0.260653,0.294893,0.691928,4.81404,153.70000000000002,3.202083333333334,161.0,3.3541666666666665,0.0365207,-0.109686,999.0,26,NL,Chase Shugart,663767,21544,21544
BOS,Red Sox,2,3,1,39,,,,45.0,199,42,25,23,6,42,21,,3,4.50502,1.39877,8.34249,4.17786,1.99684,1.12379,0.212115,0.106225,0.10588926821947098,,0.243301,0.29028,0.698296,4.49103,162.0,3.6,159.0,3.533333333333333,0.0353271,-0.0305991,999.0,3,AL,Zack Kelly,677161,20349,20349
SDP,Padres,2,3,1,41,,,,51.0,218,45,26,24,6,52,22,,5,4.29635,1.33929,9.2803,4.00303,2.31832,1.11796,0.239047,0.103112,0.13593457639217377,,0.237023,0.294164,0.703981,4.30653,209.60000000000002,4.109803921568628,200.0,3.9215686274509802,0.02157,0.0489526,999.0,29,NL,David Morgan,688158,31616,31616
BAL,Orioles,4,5,1,27,,,,42.0,185,46,25,23,6,35,14,,3,4.90973,1.41532,7.55094,3.0292,2.49272,1.36437,0.191389,0.0767794,0.11461000144481659,,0.272066,0.311707,0.683541,4.684,136.4,3.2476190476190476,151.0,3.5952380952380953,0.0206928,-0.310747,999.0,2,AL,Nick Raquet,675919,20333,20333
SFG,Giants,2,2,1,38,,,,33.0,142,30,17,16,4,32,13,,3,4.29908,1.33317,8.81299,3.65684,2.41,1.09705,0.22743,0.0943692,0.1330605074763298,,0.243274,0.297165,0.700167,4.24844,133.00000000000006,4.030303030303032,129.0,3.909090909090909,0.0192581,0.0405029,999.0,30,NL,Ryan Borucki,621366,16350,16350
STL,Cardinals,2,3,1,41,,,,57.0,248,54,32,29,7,54,23,,5,4.59567,1.34469,8.44125,3.64941,2.31304,1.13185,0.217321,0.0939546,0.12336643040180206,,0.245648,0.294759,0.675714,4.37159,219.29999999999993,3.8473684210526304,218.0,3.824561403508772,0.0158854,-0.198192,999.0,28,NL,George Soriano,666277,21863,21863
CHC,Cubs,3,3,0,46,,,,44.0,185,36,21,20,5,45,18,,6,4.04098,1.22856,9.27219,3.74717,2.47445,1.01201,0.245192,0.0990893,0.14610248804092407,,0.222882,0.279745,0.69134,4.20945,188.50000000000003,4.28409090909091,173.0,3.9318181818181817,0.0105661,0.188703,743.3800048828125,17,NL,Phil Maton,664208,18064,18064
HOU,Astros,1,2,3,33,,,,52.0,226,50,29,27,7,44,23,,5,4.6345,1.41348,7.67659,4.00518,1.91667,1.1394,0.194636,0.101549,0.0930865928530693,,0.252279,0.29443,0.690608,4.70549,172.70000000000005,3.3211538461538472,173.0,3.326923076923077,0.00886741,-0.0689342,999.0,21,AL,Jayden Murray,681151,26482,26482
KCR,Royals,1,2,1,41,,,,41.0,179,38,24,22,6,40,19,,2,4.84817,1.39512,8.90734,4.1891,2.12632,1.27878,0.226556,0.106548,0.12000713497400284,,0.241526,0.289835,0.676805,4.5609,147.8,3.604878048780488,144.0,3.5121951219512195,0.00741141,-0.177139,999.0,7,AL,Steven Cruz,674444,23165,23165
,,4,8,17,23,,,,96.0,430,107,65,59,18,67,37,,4,5.54667,1.48947,6.26319,3.42761,1.82727,1.70134,0.156257,0.0855138,0.07074323296546936,,0.275151,0.292471,0.669148,5.47422,221.80000000000013,2.310416666666668,257.0,2.6770833333333335,0.00699469,-0.375935,748.25,-1,,Taijuan Walker,592836,11836,11836
STL,Cardinals,3,3,1,33,,,,41.0,177,40,21,19,5,35,15,,1,4.21843,1.34807,7.7861,3.38139,2.30263,1.14196,0.200412,0.0870359,0.11337567120790482,,0.249019,0.290267,0.716487,4.29028,159.90000000000003,3.900000000000001,162.0,3.951219512195122,0.00695716,0.0750498,999.0,28,NL,Matt Pushard,690155,31870,31870
CHC,Cubs,3,3,0,45,,,,49.0,207,43,26,24,7,46,19,,2,4.36069,1.27305,8.55502,3.58002,2.38966,1.28387,0.223979,0.0937287,0.13025059551000595,,0.23028,0.270569,0.695399,4.41763,193.7,3.9530612244897956,183.0,3.7346938775510203,0.00506355,-0.0600977,999.0,17,NL,Jacob Webb,657097,19274,19274
PHI,Phillies,2,2,1,34,,,,34.0,147,35,20,18,4,27,12,,2,4.93326,1.39866,7.13855,3.17665,2.24719,1.17786,0.181699,0.0808559,0.10084277391433716,,0.264542,0.302041,0.660549,4.48749,123.40000000000003,3.6294117647058832,130.0,3.823529411764706,0.0013747,-0.128952,999.0,26,NL,Zach Pop,647315,20185,20185
KCR,Royals,1,2,0,32,,,,38.0,164,37,21,19,5,33,14,,1,4.54844,1.36046,7.95688,3.38287,2.35211,1.30232,0.204185,0.0868094,0.11737602949142456,,0.250238,0.289037,0.700534,4.43393,144.5,3.8026315789473686,146.0,3.8421052631578947,-0.000614694,-0.0826664,999.0,7,AL,Eli Morgan,669212,20203,20203
COL,Rockies,1,2,0,35,,,,42.0,181,42,24,22,6,35,16,,1,4.8175,1.38795,7.64893,3.47418,2.20165,1.32963,0.195086,0.0886091,0.10647672414779663,,0.253463,0.289033,0.68251,4.56643,146.8,3.4952380952380957,151.0,3.5952380952380953,-0.0140815,0.110207,743.47998046875,19,NL,Zach Agnos,688642,31552,31552
COL,Rockies,1,2,0,32,,,,31.0,141,31,19,17,4,29,16,,1,4.97989,1.52166,8.41818,4.67256,1.80162,1.24854,0.208119,0.115518,0.09260120987892151,,0.255157,0.302561,0.69323,4.76412,106.6,3.4387096774193546,110.0,3.5483870967741935,-0.0288044,-0.0333238,712.510009765625,19,NL,Seth Halvorsen,678020,33294,33294
WSN,Nationals,2,3,0,34,,,,44.0,195,43,26,24,6,42,22,,1,4.86456,1.46161,8.57296,4.40124,1.94785,1.29607,0.214814,0.110282,0.10453154891729355,,0.248597,0.294267,0.693733,4.66822,155.0,3.522727272727273,157.0,3.5681818181818183,-0.0320012,-0.277899,999.0,24,NL,Andre Granillo,701552,29542,29542
NYM,Mets,3,3,0,39,,,,35.0,155,30,19,17,4,40,19,,3,4.40119,1.41703,10.3189,4.9715,2.0756,1.12756,0.260816,0.125658,0.13515792787075043,,0.229953,0.297139,0.713161,4.37849,145.8,4.165714285714286,137.0,3.914285714285714,-0.0485425,-0.117789,999.0,25,NL,Craig Kimbrel,518886,6655,6655
SDP,Padres,2,2,0,35,,,,43.0,187,40,25,23,6,41,18,,5,4.75175,1.34345,8.53789,3.82587,2.23162,1.23778,0.219854,0.0985177,0.12133613228797913,,0.243325,0.290485,0.668662,4.64798,153.39999999999998,3.5674418604651157,150.0,3.488372093023256,-0.0505149,-0.328036,999.0,29,NL,Alek Jacob,689690,29628,29628
PIT,Pirates,2,3,2,31,,,,41.0,186,39,24,22,5,41,25,,4,4.85895,1.55247,8.86436,5.53475,1.60158,1.12447,0.217562,0.135842,0.08172015845775604,,0.245233,0.299503,0.700984,4.90217,135.50000000000003,3.3048780487804885,135.0,3.292682926829268,-0.0506726,-0.0858146,999.0,27,NL,Cam Sanders,676742,23479,23479
ARI,Diamondbacks,3,2,0,45,,,,39.0,165,39,19,17,5,30,12,,2,3.98303,1.3093,6.97603,2.70242,2.5814,1.11554,0.181334,0.0702464,0.11108728498220444,,0.257284,0.292802,0.729247,4.25416,143.70000000000002,3.684615384615385,148.0,3.7948717948717947,-0.0518093,0.181722,748.4299926757812,15,NL,Ryan Thompson,657044,16647,16647
WSN,Nationals,1,1,0,26,,,,27.0,123,27,16,15,4,25,15,,1,4.90529,1.52742,8.27192,4.76394,1.73636,1.19098,0.204264,0.117639,0.08662514388561249,,0.254791,0.302093,0.696636,4.76402,82.40000000000002,3.0518518518518527,85.0,3.1481481481481484,-0.0540003,-0.175458,999.0,24,NL,Orlando Ribalta,687377,26247,26247
CHW,White Sox,2,3,0,27,,,,34.0,154,34,20,19,4,32,18,,1,4.9155,1.50854,8.36981,4.76274,1.75735,1.15566,0.207543,0.1181,0.08944323658943176,,0.249179,0.296297,0.688517,4.59625,121.00000000000003,3.5588235294117654,125.0,3.676470588235294,-0.0543539,-0.248082,999.0,4,AL,Tyler Davis,699823,34847,34847
PHI,Phillies,2,3,1,31,,,,42.0,183,42,25,23,6,40,18,,4,5.02655,1.42133,8.69447,3.81286,2.2803,1.27095,0.219851,0.0964131,0.12343800812959671,,0.258161,0.310617,0.665447,4.62754,141.8,3.3761904761904766,146.0,3.4761904761904763,-0.0585076,-0.182941,999.0,26,NL,Nolan Hoffman,676510,23381,23381
WSN,Nationals,2,3,0,41,,,,41.0,186,41,24,22,3,34,24,,2,4.91854,1.58893,7.46904,5.29543,1.41047,0.714811,0.182051,0.129071,0.05297960340976715,,0.255455,0.306285,0.67326,4.43347,149.90000000000006,3.6560975609756112,156.0,3.8048780487804876,-0.0601215,-0.236775,999.0,24,NL,Cionel Pérez,672335,19614,19614
HOU,Astros,1,2,4,23,,,,36.0,160,34,20,18,5,33,19,,3,4.64997,1.49205,8.22706,4.77003,1.72474,1.2299,0.204789,0.118736,0.08605271577835083,,0.249364,0.294024,0.715335,4.90058,116.50000000000003,3.236111111111112,115.0,3.1944444444444446,-0.0611974,0.0247458,999.0,21,AL,Cody Bolton,675989,23265,23265
HOU,Astros,3,4,7,27,,,,64.0,283,60,38,35,12,70,32,,3,4.92677,1.42943,9.79823,4.51088,2.17213,1.74704,0.247065,0.113743,0.13332176208496094,,0.240465,0.284835,0.720767,5.12046,205.0,3.203125,199.0,3.109375,-0.0634961,-0.12166,999.0,21,AL,Roddery Muñoz,682610,25311,25311
CHC,Cubs,2,2,2,30,,,,47.0,205,49,27,24,7,35,17,,1,4.66599,1.39809,6.70389,3.23063,2.0751,1.26416,0.170723,0.0822721,0.0884505957365036,,0.26053,0.289596,0.694635,4.59509,150.30000000000004,3.197872340425533,160.0,3.404255319148936,-0.0685178,-0.144331,999.0,17,NL,Ryan Rolison,669020,22200,22200
TBR,Rays,1,1,0,28,,,,30.0,136,29,17,16,4,31,17,,1,4.63153,1.51715,9.22406,5.11552,1.80315,1.26881,0.228117,0.12651,0.10160677134990692,,0.243282,0.295462,0.725718,4.69709,105.4,3.5133333333333336,106.0,3.533333333333333,-0.0751725,-0.142795,999.0,12,AL,Hunter Bigge,685801,26259,26259
STL,Cardinals,2,3,0,44,,,,44.0,195,43,25,23,4,37,20,,6,4.62182,1.42372,7.59814,4.11452,1.84667,0.864049,0.192206,0.104083,0.08812344074249268,,0.254487,0.304622,0.671311,4.47769,160.60000000000002,3.6500000000000004,164.0,3.727272727272727,-0.0865072,-0.233115,999.0,28,NL,Justin Bruihl,677865,23779,23779
STL,Cardinals,2,3,0,39,,,,49.0,218,50,27,25,5,39,24,,2,4.62177,1.52123,7.19205,4.49816,1.59889,0.927198,0.178008,0.111333,0.06667547672986984,,0.25902,0.301978,0.69938,4.5134,171.10000000000002,3.491836734693878,180.0,3.673469387755102,-0.0955935,-0.172801,999.0,28,NL,Chris Roycroft,688297,31261,31261
TEX,Rangers,2,3,0,37,,,,43.0,186,41,27,25,7,38,17,,3,5.21549,1.36018,8.01592,3.60297,2.22481,1.45236,0.205703,0.0924589,0.11324426531791687,,0.248586,0.284236,0.643848,4.85749,141.5,3.2906976744186047,140.0,3.255813953488372,-0.100248,-0.531942,999.0,13,AL,Luis Curvelo,681168,24710,24710
TOR,Blue Jays,3,4,3,29,,,,57.0,252,66,33,30,7,27,17,,3,4.81139,1.4765,4.3256,2.76239,1.56589,1.14564,0.108416,0.0692358,0.0391799658536911,,0.286839,0.300409,0.689688,4.89583,158.10000000000005,2.7736842105263166,188.0,3.2982456140350878,-0.112253,-0.180187,999.0,14,AL,Josh Fleming,676596,20418,20418
NYY,Yankees,2,3,0,39,,,,50.0,216,48,31,28,9,49,19,,3,5.08849,1.34841,8.89371,3.46602,2.56597,1.55249,0.228679,0.08912,0.13955944776535034,,0.249129,0.292243,0.662977,4.76518,166.5,3.33,165.0,3.3,-0.144768,-0.568448,999.0,9,AL,Angel Chivilli,683409,26790,26790
DET,Tigers,1,1,0,21,,,,23.0,103,25,14,13,4,20,10,,1,5.1307,1.54446,7.9835,4.13477,1.93082,1.43027,0.196439,0.101739,0.09470043331384659,,0.26961,0.310935,0.699567,4.90058,63.0,2.739130434782609,70.0,3.0434782608695654,-0.150179,-0.215818,999.0,6,AL,Burch Smith,572143,12784,12784
WSN,Nationals,1,2,1,39,,,,39.0,174,35,25,23,6,39,22,,6,5.21626,1.46711,8.97846,5.15655,1.74118,1.28914,0.224615,0.129002,0.09561321139335632,,0.240029,0.290562,0.660936,5.15057,117.80000000000001,3.020512820512821,111.0,2.8461538461538463,-0.19461,-0.39703,736.2100219726562,24,NL,Cole Henry,669371,27570,27570
ATL,Braves,2,2,2,28,,,,42.0,189,43,24,23,6,37,22,,3,4.8107,1.52953,7.94813,4.61641,1.72171,1.19998,0.19623,0.113973,0.08225607126951218,,0.259434,0.304358,0.706346,4.84805,124.2,2.9571428571428573,131.0,3.119047619047619,-0.197692,-0.0545216,999.0,16,NL,Rolddy Muñoz,691548,27407,27407
TEX,Rangers,3,5,2,33,,,,46.0,205,42,28,26,6,46,27,,7,5.1549,1.51108,9.08976,5.37241,1.69193,1.15592,0.225128,0.13306,0.09206844866275787,,0.24459,0.302305,0.667415,5.03102,147.40000000000003,3.2043478260869573,142.0,3.0869565217391304,-0.236133,-0.365191,999.0,13,AL,Gavin Collyer,686560,26349,26349
CHW,White Sox,1,4,0,39,,,,36.0,166,32,26,24,5,35,27,,6,5.97477,1.62344,8.83606,6.60624,1.33753,1.23139,0.213495,0.159619,0.0538763552904129,,0.2399,0.290707,0.629832,5.6238,92.70000000000003,2.575000000000001,86.0,2.388888888888889,-0.460111,-0.749379,999.0,4,AL,Lucas Sims,608371,13470,13470
